Market_ID,Product,Market_Price_per_ton,Demand_Index,Supply_Index,Competitor_Price_per_ton,Economic_Indicator,Weather_Impact_Score,Seasonal_Factor,Consumer_Trend_Index
51,Soybean,343.01498116680307,118.44336260609631,112.27487292366048,333.6044459042431,0.8177997887959957,47.144839671357,High,103.2342545980982
52,Soybean,356.233393539325,99.46010265797347,124.50937629224137,394.5173115113415,0.7974671195583698,61.397004724187724,Medium,100.09323429897063
53,Soybean,376.64846116976577,138.47655613882006,145.73748830762474,242.58541544514344,1.2970716359287655,58.07345572299831,High,62.48765617085677
54,Wheat,335.39376117517963,142.20349916779912,199.10595065093224,122.33272239047919,0.7994604922668405,49.36003210416404,Medium,64.171122759847
55,Rice,405.8301452451985,109.72592544285303,112.59266940270695,494.29271139572097,0.5824594985502086,13.956308210052882,Medium,123.59305669420537
56,Rice,360.1303309370068,173.2419613655144,107.4271418850887,405.7668836471967,0.6775901836077697,75.46317185286077,Low,121.10240472919124
57,Soybean,221.6220655811046,74.83872835601083,173.5438003869035,185.10908022819135,1.0634158903616848,57.23954706816037,Low,57.028616920524975
58,Corn,186.11140860370585,183.723844587911,72.63022959668825,100.49236521669864,1.4388456386355275,42.014130163259445,High,92.80145946926226
59,Rice,256.0273314948897,125.63157557833695,131.88094048667114,375.4505697097292,1.4239978015788886,33.90500540517356,Low,105.7240818907321
60,Rice,162.1315629738687,79.01933273658,84.8163765642459,145.81843841384358,1.1627591618082302,1.120256942527098,High,141.76246220120453
61,Corn,377.86630755139333,143.02743213091276,135.0096186812675,487.42402497152796,1.0060808010785038,10.622350552564463,Low,106.78393716340352
62,Soybean,249.16522648675829,153.3369596321753,177.0523368668485,409.27515815594126,0.6449379240110719,52.46760124248334,Medium,64.81173268840631
63,Soybean,346.82003513889504,188.20126343266563,155.4208265664721,309.38662266321097,1.2339938034753373,52.20473263503249,Low,73.06156495165538
64,Wheat,264.2328767553606,119.86756194212471,132.60279992872893,421.14059275677414,0.9753707312618903,70.4422009708845,Low,99.43955596484841
65,Corn,235.92692390015975,67.74217552675482,141.36600607255025,252.39131793919296,1.1035813793325608,94.69599780081708,Medium,117.95461704956153
66,Rice,144.817574404976,118.36700979022929,87.13214753094945,122.7854797027177,0.9882177662042092,15.034250283890472,High,133.70530731457308
67,Wheat,433.81875512334955,50.771464489970775,134.8266179458957,341.9648304340934,1.3444545512450816,77.8254820108636,High,128.63768814018727
68,Soybean,383.94484083182914,121.20999721492498,132.14223539577594,468.16663207202987,1.490545314249244,92.60149385835568,Low,104.41904335069172
69,Soybean,174.43339539575024,97.36481312681133,112.0044525033382,285.05267334824657,1.349627884341451,59.44429762995866,Low,76.4742562073562
70,Wheat,220.41928893522368,101.20621081827353,83.97254192895542,476.4036693140691,0.7229754645508495,63.06355861215056,Low,136.49548846429514
71,Wheat,398.93541292124894,62.6346583704212,184.26217971830252,286.09782802961297,1.2333275127919414,36.31768802187734,Low,135.09107129130572
72,Wheat,122.24921986634646,97.09938143054146,192.87643452507317,224.61023921422787,0.7621041734752791,62.03281155646374,Low,94.91780426026006
73,Wheat,193.09873505659377,114.121434000065,86.19148384644475,178.5370099313791,1.3328304528133303,93.52827279907477,Low,143.63956971927874
74,Corn,386.35143188699897,90.70005601621341,173.25135917355342,123.86871541641993,1.444800694405454,66.55225781650167,Low,91.20704809004249
75,Wheat,268.8723715498859,177.09307406053057,114.84562555637896,178.46535020091233,0.8553171172643463,10.717885849026521,High,97.87867213076319
76,Corn,446.71592963620446,145.1289177851505,82.05524503322448,467.1050740320308,0.5620386200795798,40.795343545524844,Medium,75.69972396381465
77,Soybean,464.65680547378537,138.5129076301693,146.45774551468793,381.7432019910605,0.7487379676464809,7.672091245699509,Medium,63.43347516263472
78,Rice,202.3609098635783,169.0562646485994,66.96739488213066,382.9828692946739,1.2658818266696672,4.335218447462019,Low,138.28515223562232
79,Soybean,296.7023540731174,151.87073959996678,150.9639715977865,478.0748839249673,1.3742568271494582,19.772648235496337,Medium,118.1262821465004
80,Soybean,271.84991524047825,108.51581586040287,56.14564478129613,278.40723008015135,0.8135103402407325,85.86341296836571,High,87.03835687946464
81,Wheat,314.0605277557411,72.57746823766989,127.87246788209632,482.1443544024735,1.4326082837651146,51.96085197568351,High,62.026421156429834
82,Rice,323.83843186678314,114.67903143432284,74.87242924408608,428.0734111900562,0.737321988084099,45.29063669139436,High,69.68712318459113
83,Soybean,232.56588469989364,121.83829932032447,59.757253561619876,102.35094917549029,1.1973350914620147,81.63301350900748,Medium,123.72639451686844
84,Wheat,326.56102910864456,85.6018017291489,65.64145161516946,273.12920493485876,1.0468037606133165,22.88845158984082,High,78.00654621129289
85,Corn,447.17036454787944,74.8438892584431,57.83459907145826,354.3539277268219,1.3510509362816068,3.243885006450742,Low,63.6874029763295
86,Rice,398.71440465364356,132.79834516667148,112.1321237262533,408.34580545746496,0.6846285008740698,20.004133103691146,High,71.44672930007336
87,Soybean,146.8789775586662,59.24337304106597,59.59809778954596,463.3062569623404,1.4693647024045973,47.226409104163594,High,111.91626953857217
88,Soybean,422.8486329119151,107.29415260365434,145.34471680029785,218.7327278724577,0.9221272211630454,68.99978351850471,High,125.52968786877449
89,Wheat,432.84573062184165,180.24869867342275,122.83390069480623,109.76311005829133,0.7689272506676992,78.07464673256489,High,116.61810721952413
90,Wheat,294.4378424347881,150.27371491611376,117.8363618616568,191.9592290441048,1.1473983381351505,94.94263810541027,Low,136.27254072427277
91,Corn,271.26011352069344,58.15331933235503,86.93361737012324,304.5590513279835,0.5855177205460074,36.58447487038795,Medium,132.26937983176916
92,Rice,469.84050627162503,188.0058648615138,116.62878218140564,484.97825397560985,1.2049349689199786,55.0512083538125,Low,104.43022730087867
93,Rice,370.0308210103967,187.58325410830838,84.0512773902835,160.25012621060827,1.016563397044569,52.47735566291895,Medium,93.47905146362868
94,Wheat,289.86411882856333,170.95091647044416,149.67770712490454,450.04331366741695,1.2643285900688883,18.38697862126778,Low,143.09026552940682
95,Corn,355.29628971701476,186.85146051590348,120.19379599698313,373.4585015114646,0.9923009863145936,91.7480069310797,Low,113.32436360033867
96,Rice,417.498877252715,57.15767886843985,99.85830094675917,464.9530827939278,1.288392194857702,86.41213815805858,Medium,106.11499808132777
97,Corn,265.0845169435876,78.52431094597358,85.57850436992864,223.7062713040051,1.3556640834899505,66.49492078627843,Low,139.8268562933753
98,Soybean,115.21307934897523,190.53762593630677,137.1869516321329,124.45178992873016,0.6600148594829921,8.609402280979017,High,59.51581285827105
99,Soybean,371.4573687482265,50.41112718019627,195.55620669974414,241.5614329971127,1.4402239157457108,48.767559670499196,Low,59.91182687519462
100,Corn,160.43287962317095,124.11797512424688,120.72679060091002,463.92656878085086,1.4250866631189367,10.416630732795728,High,55.59666034487122
101,Soybean,335.7590674862081,170.39427981684605,96.2537232413369,370.70367943138973,1.0615585982567133,71.13978614175761,Medium,58.086708312454604
102,Corn,265.6467078520564,105.70485775713504,140.67190177947703,136.9653030469299,0.6935105860348499,29.09718751024466,Low,103.51996164551505
103,Soybean,461.18637905042465,155.266264579783,187.89743693587022,190.36408648463953,1.4768232574188658,51.16310244382076,High,69.6953736477733
104,Wheat,140.79006177469782,152.8220852456845,184.97180900971915,491.648025069861,1.2423369113250604,66.82945744383562,Medium,69.51591364622516
105,Rice,187.03553016705825,135.93651630235001,175.34915668975717,201.73618686435464,1.4915881926057628,99.48215563738225,Medium,95.09047120473956
106,Rice,404.9154319717659,50.83860776793414,162.15437136519,262.9884190828118,0.7858171831756265,31.949761055835822,Medium,89.38843590032869
107,Rice,211.40450695112625,189.76126474466932,152.8796487777159,385.7952035184876,0.6524760212899597,95.86137061624666,Medium,71.60001003232702
108,Corn,148.0951464953282,85.64160395712234,163.43382959937733,117.6243672658881,1.1974860341518312,46.97833082581475,Low,126.06783159204782
109,Wheat,427.062463035075,54.390653658221865,157.74373131515233,179.6494843179196,0.6391681226472757,99.41975733986547,High,103.00411369780275
110,Corn,100.86498221149446,147.0381634424212,146.50741141868593,116.6756968547252,1.1803851372528773,57.655330043079545,Medium,115.2697611050906
111,Corn,308.9163763947362,168.21833606264647,136.29618927979715,313.2248045905929,0.7535352038338957,27.626330536228537,High,62.53711509237845
112,Soybean,341.8003996974462,113.80383195380537,193.2376629765144,404.5831227855603,1.323928624030893,1.4399874798828982,Medium,100.75881598210422
113,Soybean,156.60475942041847,118.19917537683305,96.97939965445508,296.6822168643024,1.2937850785810006,49.67614431104943,Low,110.9232534245848
114,Soybean,159.46438492274066,196.92745672931258,83.54636378596427,169.40229864157325,1.0430383251097421,60.95017841244174,Medium,124.34158878923365
115,Corn,441.46144254255495,60.496970395405185,112.68114490858832,462.00040109043636,0.9971164548990352,93.19369263932649,High,80.66720021070259
116,Rice,109.40243248003574,189.14979219327262,165.47690973487377,441.82892689199605,1.0120183130741462,10.539905313217645,Medium,58.438481945253194
117,Soybean,279.50193072176444,148.65896808177422,175.6616081965459,101.17940952749737,1.2180789818063673,76.88690858224109,High,127.10758088971458
118,Soybean,472.7960211351545,186.4470338783378,59.17358437092156,349.14634400045054,0.6202828882342822,30.331626846131996,High,97.77077090079129
119,Rice,210.6489392239087,152.84998615598394,70.70134353724427,253.4077882216843,1.175404477067889,26.850599610509217,High,81.89638657442046
120,Corn,390.49509820423253,146.0534428737319,99.30743714401427,440.8955731507706,1.4194972759578357,59.640241655331735,High,58.94441878677411
121,Rice,403.22227095419527,178.80390653197955,136.22529959029248,158.3018355380191,1.4457314871709266,42.541889151340726,Low,124.38361324787695
122,Soybean,344.98454605750953,181.28383392869142,92.2600176835037,346.850064305188,0.6171484179608759,30.442158959404942,Medium,119.6022897005835
123,Soybean,424.58089218960544,110.80459218068012,83.63911307451185,411.0553754693448,1.3395430440850156,44.928694353735246,Medium,121.63329732971934
124,Wheat,482.94818171655385,171.59371605788994,54.72527930205157,440.830988548859,0.8464052843144073,73.39816068556082,Low,137.41843940914436
125,Wheat,373.41069728077457,130.28855731522054,98.23133892839726,338.7337751564999,0.6248127182632497,49.63396314816676,Medium,101.54418249308094
126,Wheat,133.29228621773046,152.33629665872968,72.40300310142163,197.20980959636444,0.5167926173615911,19.307396315054127,High,124.78677467237891
127,Corn,441.59570068408,114.10958260471192,114.53615081801107,288.26321720031495,0.5145671135716696,10.691316871205803,Low,92.9408733201325
128,Corn,493.8240951669354,85.16710141151378,159.73093629706113,310.567816376725,0.9010472283324618,37.98748197613395,Medium,137.14791126299144
129,Soybean,374.751551973053,64.44601305842203,59.924660407489995,404.479100036541,0.6443534820044471,51.99727734380053,Medium,142.937013161802
130,Rice,399.63875472798827,119.52782181491062,166.34934655531566,245.05271127941975,1.0668748120941856,93.10372877173882,Medium,144.41670219517712
131,Corn,420.99629591558437,164.49784105116584,148.93556055408442,254.30156343233338,1.1167613117048387,28.925118807781068,Low,128.2164264546743
132,Rice,341.4485865644946,170.8695043075977,61.765876910731514,421.021692172287,0.6433009897379626,93.33552772985429,Medium,133.63784667741896
133,Corn,221.3723946375037,187.60673695633935,104.74680541491412,263.88084689142,1.0575504509557074,95.48607097856232,High,63.302425195078925
134,Rice,474.02252088180467,78.99651515772179,52.590731750286515,480.6895575138481,1.370637641081295,48.974619761524075,Medium,107.41708144924553
135,Soybean,337.97848639752465,147.74715329015422,142.75092393924888,250.23939802200738,1.438609427586484,47.13027293227023,Low,73.84834257705333
136,Wheat,187.92172616548982,110.2465921794626,156.53036016843896,395.68357603439125,0.7239982216040658,74.54200863097594,Medium,58.81516163255323
137,Wheat,326.8546605973072,183.00446964781483,148.97160225593348,402.82383504704,1.1854025950190308,7.761623185514688,Low,146.4365090791336
138,Corn,394.82777607046904,187.49088372928674,106.42621266141455,244.5589636539859,1.0662205611749402,62.68652804870448,High,101.15147059953676
139,Rice,458.8236058221162,89.19770521488414,143.89726484382334,343.837871778046,0.6583141243719729,14.557561554204412,Medium,51.853547874593154
140,Corn,286.01738585519377,115.19447377412196,108.77098005301751,422.8840750147893,1.3151321377217227,18.590201492185365,Medium,99.04207088752875
141,Wheat,233.0334879855838,199.2523938421475,195.54237239785368,492.4460140239461,1.2634274232130966,45.01784341809838,Medium,79.96792365694486
142,Rice,488.70116790709017,155.61848923543502,98.89426452505856,150.9448686391984,0.7461509208486488,75.10849941497628,Low,145.27711852251238
143,Rice,236.43579609831517,139.6547176559925,83.58081418726742,345.84733832723754,0.6405320081271957,7.824458368055954,Low,126.04711316924508
144,Rice,265.05619695600325,117.06939682368385,144.07888094984884,169.5167841544149,0.5093834427474091,99.91618897081327,Medium,117.96297993974594
145,Rice,126.61000172154546,139.5214863962364,103.64687388965638,201.3898452631609,0.5887200597428136,3.99231319536405,Medium,111.64082128320794
146,Wheat,326.67315729194274,72.50330039366497,163.68362818020557,152.91466241795933,1.3204235683103707,57.00805303710096,Low,68.38023190640038
147,Rice,487.7135510692965,115.22338282033299,122.35194323808234,475.1401629823066,1.3773415372662092,88.92320729581459,Low,55.301123716681474
148,Soybean,303.45627724247856,160.1564727567832,91.462939862701,202.09129960101194,1.4918158758587592,31.665614890516768,High,52.8874935519861
149,Rice,177.7185749801448,129.98427766047772,118.29422432621755,127.06770301701447,0.6150005764422033,98.43163988587953,Low,58.252258333448395
150,Corn,298.8474065479673,75.71050836533631,89.45041804355174,325.66912890496513,1.2483468499819015,24.56309081646345,High,58.555064308241555
151,Corn,116.0435654298475,55.838704171232486,131.38075152461772,216.34276683953357,1.1722708578824756,40.676694314060526,Low,125.2553564616801
152,Corn,345.90372877956116,179.64288703437148,131.6667014625362,341.30866059147195,0.9062789476396842,1.379552544464746,Medium,84.28470798325523
153,Rice,299.0767497544963,155.00266772084132,51.713277271338555,452.8184376546049,0.9929075414126421,73.2382414118779,High,54.62313684486616
154,Rice,408.0091016991977,147.81497293951753,189.37509797760293,472.9388133061585,1.2958861649777909,34.73522787182798,Low,76.35744081549277
155,Corn,472.3831524756287,154.6688121223766,114.91518150803718,149.7576799376273,1.3958104135998421,93.70116997350793,Low,87.42748023828332
156,Wheat,400.8049472999455,64.238269645027,150.3817847741243,171.43762269813067,1.1410216979734187,11.173243508304987,High,69.98881021741866
157,Soybean,246.28270577798602,83.99837898343932,121.87101045368412,215.83781294396005,1.4624578745706955,10.827534783573768,Low,126.17194366635869
158,Soybean,381.92746627218304,77.26294175859567,127.52905079959106,140.03122873587785,1.4639444804446011,14.057700976749555,High,85.79106746099713
159,Soybean,104.38906802923889,63.940537224041414,64.62357247053622,400.65775217244027,1.371009682521249,87.46383595380222,Low,113.16565965343277
160,Soybean,403.52558349399874,181.26673868116532,152.427281803885,466.33627781559704,0.504353328420017,83.50211651940242,Medium,149.93645558909662
161,Wheat,225.60103646224007,188.20945577902802,77.14813105987892,417.41420076806503,0.8871216712753733,32.78219700877706,Low,113.37446698071952
162,Soybean,359.6827774156498,185.0475004005978,177.53299117806313,489.6295551464369,1.1823569059352534,44.728434974976174,Low,106.50284976438884
163,Soybean,328.0091503600176,60.85838275799122,66.38965096994653,168.88381086156832,0.9560470947348797,55.299673889379754,High,98.46368825166462
164,Soybean,309.3921987116215,111.69644701993123,119.1564475065381,259.98525377055057,1.0076503214882686,73.87680743966709,Medium,65.21377733354214
165,Corn,302.1325012458614,128.8170143888787,59.725704669605896,144.5141708838899,0.9431714654444421,35.48548278816054,Medium,143.98006998095707
166,Wheat,174.8024352837509,119.60333156133134,177.39905686141265,300.2223157714958,1.0840247504704097,11.472869858691448,Medium,112.81664847141852
167,Soybean,148.51050626101693,180.65274060478893,129.04103079592397,393.2528859210865,1.322581786931216,55.580326895928565,Medium,91.72810579160321
168,Rice,456.1716898036692,180.61211169840726,83.39989826085629,263.29519575542076,1.1865786994128873,3.5397786775129503,Medium,56.580961456893334
169,Soybean,168.67139009045084,122.45947163191894,103.80880905929038,399.33604293812886,1.0952665882553871,97.97305014138598,Low,54.65668166592813
170,Wheat,293.8961242428345,134.09418163647638,147.96623470977116,170.62874121063257,1.2035226625090663,58.29638329523373,Medium,134.71149460828246
171,Rice,485.8348542712657,89.59768709153471,183.3639678452432,420.85232344499184,1.4264810480813774,30.1449162903388,Medium,116.96957277404549
172,Rice,268.12130629351793,124.61986614023239,108.21476921537283,412.1815082468328,1.1808735846525442,3.4105487117837785,Low,118.2417505979891
173,Soybean,175.41266453278683,163.16768339388426,71.42500791432768,207.68565578466308,1.4019840954046434,86.39814920531768,Medium,62.99804754679249
174,Rice,413.87406670957586,130.33776529272185,121.92680566147716,160.41405833448613,0.7802726527373208,5.172865907651603,Low,125.05392020460499
175,Soybean,234.33435241893994,195.0191307771003,82.62552925110927,211.73339466104997,1.3973770546320852,93.15690430397899,High,53.585934742341344
176,Wheat,330.09236062020983,53.932483472458664,161.5100737504369,330.38116743154933,0.8656948427998489,68.69929822628528,Low,85.45509441830924
177,Rice,219.62487543863492,193.53481862502466,89.95213322505079,298.2934870863447,0.6225713518274436,67.33255970656815,Medium,137.63082765353323
178,Corn,102.56268398463266,127.4778129520555,52.42528075857989,238.31228573208625,1.1709376386233683,20.30695946359755,Medium,105.27050231013123
179,Rice,331.7584350266305,101.98438470884776,51.84676739427173,130.10635398006428,1.4066287948403655,74.9673399287769,Low,130.6195485299055
180,Corn,486.3752460915186,61.04531729159102,83.70651806066454,175.6771497718641,1.0346262946113711,56.626782067314664,High,146.2433249392934
181,Soybean,465.0392336792607,77.98681199186069,91.71439686730244,365.216849485263,1.3751238555223528,29.843778687896627,High,65.19884076471507
182,Rice,384.87231523234556,102.48674204510476,56.36663615384331,331.0947033577377,0.5675054478083187,32.01184627402536,Low,133.9881893331816
183,Corn,441.7906287404953,97.96869939050438,164.8551911595324,306.54484474577174,1.4343999293634166,81.93644350914458,Low,136.57133305913982
184,Rice,228.56793461282098,138.18551923284792,124.94080340397635,360.73547538435355,1.239452891491213,79.52862309628286,Medium,149.20956670396725
185,Wheat,237.23404738331658,83.52284050890029,174.30814350627725,325.8872064763442,0.930097340420003,73.81132824994229,High,72.21308389018583
186,Wheat,296.28594109359403,143.56484092436057,69.83008025469329,258.98388178607763,0.5749632705413169,23.888403845703543,Low,116.86748359581452
187,Wheat,456.95602982406285,161.78471710411551,56.918256326945496,491.82443292286746,0.7603823482553278,75.20938644706432,Low,113.55526612311495
188,Corn,185.14043220519096,64.7861944613612,64.11083402843609,408.5136376331789,1.2363803537138405,12.499029384187976,Medium,108.504796595032
189,Soybean,368.84274714990283,138.35287062717157,51.238272159111865,499.1866108204364,0.5877728099433829,6.863364026020347,Low,84.14930980059285
190,Soybean,117.47791836708825,86.02707800398343,126.69335624432692,282.89964564306854,1.1203134632101523,88.04462834562796,Medium,133.57052637199416
191,Corn,167.58896904474287,87.54540901044321,183.52381427254682,331.917053846764,1.4936751729726823,11.589151474219928,High,129.56454752339792
192,Rice,195.6682174019005,122.98630473194221,62.08927392056452,235.06104887560292,1.4417192308680868,25.834217587738394,Medium,121.31899868094945
193,Wheat,316.70877712166106,108.85687989873438,135.35203824270783,390.40800284258745,0.9497460473138356,82.07262712228724,Medium,112.22224651666923
194,Wheat,146.2619340599148,190.26194260488214,134.73555437505587,139.7994857317714,1.454068173571367,3.6552330312435433,Low,62.87162234115937
195,Soybean,371.24791968716556,78.51882092245381,68.8851705013644,217.7827363107672,0.9348254413444913,89.82326534293922,Medium,60.94749809962522
196,Corn,383.9539593401579,65.85931704197921,82.29317098269418,278.0288926582603,0.8214107812628165,13.68157118144817,Low,55.66370207657532
197,Wheat,291.5037074599335,195.39033728372578,165.80434603951136,139.26966971187085,0.7488009534454413,20.743080076208564,Low,50.70852069075982
198,Corn,493.332851806341,191.24166805043293,165.89774605652292,194.53752995681805,0.9291188155412189,46.00751388837696,Low,128.0755626871158
199,Rice,138.04727282069385,50.32548590571376,161.04689533953183,232.3099394844837,0.7059087855098423,28.189871113918606,Low,136.5184303744099
200,Soybean,427.7006016995978,113.88770919105238,151.70779111042876,158.34410598650166,1.4758672447586836,90.55902888898659,Low,59.92871625672757
201,Wheat,259.9769352941103,56.039372426358995,148.82234703221627,205.16537558986948,0.6279231539392959,81.50760161610994,High,106.61121633221266
202,Soybean,310.2982763612847,196.07580688107032,137.6236185636729,361.3420266046177,1.1039632863743676,75.753685431134,Low,71.65934093633885
203,Soybean,157.92712102449536,165.47551696755914,59.45574662915081,462.9840515856534,0.7649829459146894,17.665852538368163,High,105.11582366345789
204,Rice,352.822613846992,62.87407503560287,61.2594876466623,235.40791602919006,1.4870479573808346,91.37956003364572,High,104.66548986547434
205,Soybean,328.1181587319966,53.2730071119933,140.90853417969146,366.95787971149855,1.2344172536704805,14.308010748586742,High,86.11763281880731
206,Soybean,315.7852087628495,100.35027212824232,71.15240628328048,385.8205846353156,1.1461603848031614,7.943468202631799,Medium,117.82241250310067
207,Soybean,310.9493632629179,142.18434236205553,147.79477358875312,149.30835316384827,1.385925477451457,39.014360993397645,Low,129.75774606151174
208,Rice,238.18217084888195,103.17119145479708,135.56902854617994,346.77687688368445,0.8875128570884695,12.625730592022165,Medium,87.73818183700786
